ACTION,tow_id,Hakai Net ID,event_pk,Replicate Number,Process,Date,Work Area,Organization,Project,Survey,Sampling Bout,Site ID,part,Size Fraction (um),Preservation Method,Analyzed Weight (mg),Fraction Of Sample,Collected,Preserved,Analyzed,Flow Meter Volume,Flow Meter Volume Flag,Depth Volume,Volume Ratio,Project Specific ID,Hakai ID,Weight Before (mg),Weight After (mg),Filter Wet Weight,Filter Size (mm),Filter Type,filter_portion,total_beam_n,%N,ug N,delta_air,corr_delta15n,total_beam_c,%C,ug C,delta_pdb,corr_delta13c,C:N,Lab Technician,Analyzing Lab,C Flag,N Flag,C:N Flag,Sample Status,Quality Level,Comments,Quality Log
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,9,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,64,Frozen -20,,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2469,128.1,192,,47,,,,,112.72,,10.2,,,592.55,,-21.24,,,UCDavisSIF,,,,Results,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,9,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,500,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2390,131.2,570.8,,47,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP.2: Homogenize filters QF2392 QF2393 QF2394 QF2390"
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,10,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,500,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2392,133,554.4,,47,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP.2: Homogenize filters QF2392 QF2393 QF2394 QF2390"
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,11,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,500,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2393,133.4,531.8,,47,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP.2: Homogenize filters QF2392 QF2393 QF2394 QF2390"
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,12,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,500,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2394,131.1,608.4,,47,,,,,79.75,,9.82,,,417.54,,-20.85,,"Natalie,Stew Pearce,Rachel Walker,Kang",UCDavisSIF,,,,Results,Technicianm,,"1: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP.2: Homogenize filters QF2392 QF2393 QF2394 QF2390"
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,7,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,500,Frozen -20,0.9,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2471,130.3,507.5,,47,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP.2: Manually entered Weight after based on Inventory value; RP."
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,8,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,500,Frozen -20,,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2472,129.2,506.2,,47,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP.2: Manually entered Weight after based on Inventory value; RP."
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,6,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,4000,Frozen -20,,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QM1847,0,0,,,,,,,,,,,,,,,,,,,,,Not Available,Technicianm,,"1: Unsure if there was a specimen(s) found in the 4000 SF, data was not entered into the form. Metadata manually entered by RP, based on physical samples and their labels. Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,8,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,4000,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QT159,,246.3,,,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP.2: QT had total weight (wight includes the petri dish lid). The average weight for the Petri dishes is 6465.6 mg this average was subtracted from the samples total to give this sample weight."
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,5,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,250,Frozen -20,1,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2407,128.9,290.7,,47,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP.2: Manually entered Weight after based on Inventory value; RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,6,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,250,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2466,128.9,281.1,,47,,,,,87.28,,11.01,,,521.91,,-22.2,,"Natalie,Stew Pearce,Rachel Walker,Kang",UCDavisSIF,,,,Results,Technicianm,,"1: Homogenize filters QF2466 QF24672: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,7,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,250,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2467,127.9,273.6,,47,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Homogenize filters QF2466 QF24672: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,4,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,2000,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2461,129.2,296.7,,47,,,,,80.12,,10.37,,,454.32,,-19.38,,"Natalie,Stew Pearce,Rachel Walker,Kang",UCDavisSIF,,,,Results,Technicianm,,"1: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP.2: Homogenize filters QF2461 QF2462"
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,5,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,2000,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2462,127.5,298.7,,47,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP.2: Homogenize filters QF2461 QF2462"
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,4,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,2000,Frozen -20,1.1,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2468,128.8,291.7,,47,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP.2: Manually entered Weight after based on Inventory value; RP."
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,3,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,125,Frozen -20,0.9,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2470,128.1,259.7,,47,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP.2: Manually entered Weight after based on Inventory value; RP."
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,1,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,1000,Frozen -20,1.1,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2406,131.1,285,,47,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP.2: Manually entered Weight after based on Inventory value; RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,1,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,1000,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2463,128.2,513,,47,,,,,79.65,,10.85,,,411.55,,-19.95,,"Natalie,Stew Pearce,Rachel Walker,Kang",UCDavisSIF,,,,Results,Technicianm,,"1: Homogenize filters QF2463 QF2464 QF24652: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,2,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,1000,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2464,128.7,330.9,,47,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Homogenize filters QF2463 QF2464 QF24652: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP."
,2016-09-20_QU39_2,2016-09-20_QU39_2_250_2,167469,3,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,1000,Frozen -20,,1,2016-09-20 11:00:10,2016-09-20 11:48:47,,47.78091361,AV,51.4175,0.929273372,,QF2465,129.5,304.5,,47,,,,,,,,,,,,,,"Natalie,Stew Pearce,Rachel Walker,Kang",,,,,Collected,Technicianm,,"1: Homogenize filters QF2463 QF2464 QF24652: Net ID changed from 1 to 2. Both nets had ID ""1"" and there was no notes explaining that the SF sample (usually net 2) was allocated from Net 1 which would explain a Net ID of ""1"". Metadata checked by RP."
,2016-09-20_QU39_5,2016-09-20_QU39_5_64_1,167472,2,Size Fraction Isotope,2016-09-20,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,5,QU39,,1000,Frozen -20,0.8,0.5,2016-09-20 00:00:00,2016-09-20 00:00:00,,33.95292735,AV,51.4175,0.660337966,,QF2473,130,308.2,,47,,,,,,,,,,,,,,,,,,,Collected,Technicianm,,"1: Metadata manually entered by RP, based on physical samples and their labels. Roughly 5% of sample spilt.Data collected from HOP field Log Sheet and Submitted form. Metadata checked by RP.2: Manually entered Weight after based on Inventory value; RP."
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,6,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,500,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QF2492,126.9,736,,47,,,,,,,,,,,,,,"kate.holmes,leo.pontier,rachel.walker",,,,,Collected,Technicianm,,"1: Homogenize filters QF2496 QF2492 QF2494. 5 x Pleurobrachia2: Metadata checked by RP.3: Homogenize filters QF2496 QF2492 QF2494. 5 x Pleurobrachia"
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,7,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,500,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QF2494,127.3,667.7,,47,,,,,,,,,,,,,,"kate.holmes,leo.pontier,rachel.walker",,,,,Collected,Technicianm,,"1: Homogenize filters QF2496 QF2492 QF2494. 5 x Pleurobrachia2: Metadata checked by RP.3: Homogenize filters QF2496 QF2492 QF2494. 5 x Pleurobrachia"
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,8,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,500,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QF2496,125.3,619.1,,47,,,,,86.11,,9.97,,,441.61,,-21.26,,"kate.holmes,leo.pontier,rachel.walker",UCDavisSIF,,,,Results,Technicianm,,"1: Homogenize filters QF2496 QF2492 QF2494. 5 x Pleurobrachia2: Metadata checked by RP.3: Homogenize filters QF2496 QF2492 QF2494. 5 x Pleurobrachia"
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,5,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,4000,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QT185,,,,,,,,,,,,,,,,,,"kate.holmes,leo.pontier,rachel.walker",,,,,Collected,Technicianm,,"1: 5 x Pleurobrachia2: 5 x Pleurobrachia
3: Metadata checked by RP."
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,4,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,250,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QF2495,127.3,514.8,,47,,,,,92.76,,9.62,,,478.99,,-23.85,,"kate.holmes,leo.pontier,rachel.walker",UCDavisSIF,,,,Results,Technicianm,,"1: 5 x Pleurobrachia2: 5 x Pleurobrachia
3: Metadata checked by RP."
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,2,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,2000,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QF2491,127.2,489.3,,47,,,,,105.38,,9.63,,,528.42,,-20.23,,"kate.holmes,leo.pontier,rachel.walker",UCDavisSIF,,,,Results,Technicianm,,"1: Metadata checked by RP.2: 5 x Pleurobrachia
. Homogenize filters QF2491 QF24933: 5 x Pleurobrachia. Homogenize filters QF2491 QF2493"
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,3,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,2000,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QF2493,129.1,426,,47,,,,,,,,,,,,,,"kate.holmes,leo.pontier,rachel.walker",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: 5 x Pleurobrachia
. Homogenize filters QF2491 QF24933: 5 x Pleurobrachia. Homogenize filters QF2491 QF2493"
,2016-10-01_QU39_2,2016-10-01_QU39_2_250_2,176964,1,Size Fraction Isotope,2016-10-01,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,1000,Frozen -20,,1,2016-10-01 15:12:26,2016-10-01 14:12:18,,47.11641083,AV,51.025,0.923398546,,QF2490,128.6,645.2,,47,,,,,62.44,,10.19,,,335.25,,-19.99,,"kate.holmes,leo.pontier,rachel.walker",UCDavisSIF,,,,Results,Technicianm,,"1: 5 x Pleurobrachia2: 5 x Pleurobrachia
3: Metadata checked by RP."
,2016-10-17_QU39_2,2016-10-17_QU39_2_250_2,179852,5,Size Fraction Isotope,2016-10-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,500,Frozen -20,0.9,1,2016-10-17 10:45:51,2016-10-17 13:41:55,,44.83811562,AV,49.0625,0.913897898,,QF2540,130.26,733.3,,47,,,,,,,,,,,,,,"kate.holmes,Justin",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2540 QF2541"
,2016-10-17_QU39_2,2016-10-17_QU39_2_250_2,179852,6,Size Fraction Isotope,2016-10-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,500,Frozen -20,,1,2016-10-17 10:45:51,2016-10-17 13:41:55,,44.83811562,AV,49.0625,0.913897898,,QF2541,129.5,590.8,,47,,,,,,,,,,,,,,"kate.holmes,Justin",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2540 QF2541"
,2016-10-17_QU39_2,2016-10-17_QU39_2_250_2,179852,4,Size Fraction Isotope,2016-10-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,4000,Frozen -20,0.9,1,2016-10-17 10:45:51,2016-10-17 13:41:55,,44.83811562,AV,49.0625,0.913897898,,QF2557,126.4,177,,47,,,,,,,,,,,,,,"kate.holmes,Justin",,,,,Collected,Technicianm,,1: Metadata checked by RP.
,2016-10-17_QU39_2,2016-10-17_QU39_2_250_2,179852,3,Size Fraction Isotope,2016-10-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,250,Frozen -20,0.96,1,2016-10-17 10:45:51,2016-10-17 13:41:55,,44.83811562,AV,49.0625,0.913897898,,QF2544,128,308.8,,47,,,,,,,,,,,,,,"kate.holmes,Justin",,,,,Collected,Technicianm,,1: Metadata checked by RP.
,2016-10-17_QU39_2,2016-10-17_QU39_2_250_2,179852,2,Size Fraction Isotope,2016-10-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,2000,Frozen -20,1.1,1,2016-10-17 10:45:51,2016-10-17 13:41:55,,44.83811562,AV,49.0625,0.913897898,,QF2543,129.8,366.4,,47,,,,,,,,,,,,,,"kate.holmes,Justin",,,,,Collected,Technicianm,,1: Metadata checked by RP.
,2016-10-17_QU39_2,2016-10-17_QU39_2_250_2,179852,1,Size Fraction Isotope,2016-10-17,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,2,QU39,,1000,Frozen -20,1,1,2016-10-17 10:45:51,2016-10-17 13:41:55,,44.83811562,AV,49.0625,0.913897898,,QF2542,131.3,494.4,,47,,,,,,,,,,,,,,"kate.holmes,Justin",,,,,Collected,Technicianm,,1: Metadata checked by RP.
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,9,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,500,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2564,130.9,423.8,,47,,,,,113.11,,10.48,,,560.43,,-21.17,,"rachel.walker,Ben M",UCDavisSIF,,,,Results,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2564 QF2565 QF2566"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,10,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,500,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2565,131.4,530,,47,,,,,,,,,,,,,,"rachel.walker,Ben M",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2564 QF2565 QF2566"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,11,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,500,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2566,131,483.8,,47,,,,,,,,,,,,,,"rachel.walker,Ben M",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2564 QF2565 QF2566"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,8,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,4000,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QT193,,294.4,,,,,,,,,,,,,,,,"rachel.walker,Ben M",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: QT had total weight (wight includes the petri dish lid). The average weight for the Petri dishes is 6465.6 mg this average was subtracted from the samples total to give this sample weight."
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,7,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,250,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2563,128.8,265.3,,47,,,,,90.04,,11.24,,,532.71,,-22.49,,"rachel.walker,Ben M",UCDavisSIF,,,,Results,Technicianm,,1: Metadata checked by RP.
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,4,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,2000,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2570,130,291.9,,47,,,,,108.84,,9.56,,,499.32,,-21.52,,"rachel.walker,Ben M",UCDavisSIF,,,,Results,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2570 QF2571 QF2572"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,5,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,2000,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2571,129.8,398.3,,47,,,,,,,,,,,,,,"rachel.walker,Ben M",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2570 QF2571 QF2572"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,6,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,2000,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2572,129.1,321.9,,47,,,,,,,,,,,,,,"rachel.walker,Ben M",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2570 QF2571 QF2572"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,1,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,1000,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2567,128.2,396.3,,47,,,,,103.36,,10.38,,,485.77,,-20.87,,"rachel.walker,Ben M",UCDavisSIF,,,,Results,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2567 QF2568 QF2569"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,2,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,1000,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2568,125.9,385.3,,47,,,,,,,,,,,,,,"rachel.walker,Ben M",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2567 QF2568 QF2569"
,2016-10-24_QU39_2,2016-10-24_QU39_2_250_2,181186,3,Size Fraction Isotope,2016-10-24,QUADRA,HAKAI,OCEANOGRAPHY,QOMI,2,QU39,,1000,Frozen -20,,1,2016-10-24 09:34:45,2016-10-24 15:19:20,,45.89288192,AV,51.025,0.899419538,,QF2569,129.1,405.5,,47,,,,,,,,,,,,,,"rachel.walker,Ben M",,,,,Collected,Technicianm,,"1: Metadata checked by RP.2: Homogenize filters QF2567 QF2568 QF2569"
,2016-11-10_QU39_4,2016-11-10_QU39_4_64_1,184449,8,Size Fraction Isotope,2016-11-10,QUADRA,HAKAI,OCEANOGRAPHY,QOMB,4,QU39,,64,Frozen -20,,0.5,2016-11-10 09:23:06,2016-11-10 14:15:27,,40.81418216,AV,51.025,0.799885981,,QF2612,130.1,194.5,,47,,,,,59.4,,9.78,,,380.52,,-22.13,,"kate.holmes,rachel.walker",UCDavisSIF,,,,Results,Technicianm,,1: Changed FLow Meter After from 343084 to 843084. Metadata checked by RP.
